division,domain,wealth,age,age_when_married,school,class,working,newspaper,tv,asha,grameen,mclub,born,any,mmore,more,method,died,birth
3,2,3,46,17,2,,2,,1,2,2,2,,,,,,0,6
3,2,3,17,15,1,5,2,2,1,2,2,2,2,,1,,1,0,1
3,2,3,23,19,1,8,2,2,1,2,2,2,,,,,,0,0
3,2,4,40,16,1,9,2,2,1,2,2,2,,,,,,0,2
3,2,3,,,,,,,,,,,,,,,,0,
3,2,4,46,18,2,,1,,1,2,2,2,,,,,,0,2
3,2,3,21,17,1,9,2,2,2,2,2,2,4,,1,,1,0,1
3,2,4,38,15,1,5,2,2,1,2,2,2,,,,,,0,3
3,2,5,43,12,1,5,2,2,1,2,2,2,,,,,,0,3
3,2,5,40,16,1,10,2,2,1,2,2,2,,,2,,1,0,3
3,2,5,46,13,1,5,2,2,1,2,2,2,,,,,,0,2
3,2,4,30,17,1,2,2,2,1,2,2,2,4,,2,,1,0,3
3,2,4,38,15,1,7,2,2,1,2,2,2,,,,,,0,3
3,2,5,35,23,1,12,2,2,1,2,2,2,,,,,,0,2
3,2,3,15,15,1,6,2,2,1,2,2,2,,1,,,2,0,0
3,2,4,30,13,1,3,2,2,1,2,2,2,,,,,,0,3
3,2,4,22,18,1,9,2,2,1,2,2,2,4,,2,,2,0,2
3,2,4,27,18,1,6,2,2,1,2,2,2,,,,,,0,0
3,2,4,32,20,1,10,2,2,2,2,2,1,,,,,,0,2
3,2,5,45,16,2,,2,,1,2,2,2,4,,2,,1,0,3
3,2,5,36,16,1,7,2,2,1,2,2,2,,,,,,0,3
3,2,5,40,18,1,5,2,2,1,2,2,2,,,,,,0,4
3,2,5,43,16,1,9,2,2,1,2,2,2,4,,2,,2,0,3
3,2,5,25,19,1,9,2,2,1,2,2,2,4,,1,,2,0,1
3,2,5,25,19,1,12,1,2,1,1,2,2,,,,,,0,1
3,2,5,44,16,1,8,2,2,1,2,2,2,,,,,,0,2
3,2,4,41,14,1,8,2,2,1,2,2,2,,,,,,0,1
3,2,5,40,16,1,7,2,2,1,2,2,2,4,,2,,1,0,3
3,2,5,26,17,1,5,2,2,1,2,2,2,,,,,,0,1
3,2,5,,,,,,,,,,,,,,,,0,
3,2,5,40,17,2,,2,,1,2,2,2,,,,,,0,3
3,2,5,49,18,1,9,2,1,1,2,2,2,,,,,,0,3
3,2,4,22,14,1,12,2,2,1,2,2,2,,,,,,0,1
3,2,4,20,15,1,10,2,2,1,2,2,2,,,2,,1,0,2
3,2,4,43,15,1,8,2,2,1,2,2,2,,,,,,0,3
3,2,4,26,18,1,4,2,2,1,2,2,2,,,,,,0,2
3,2,4,39,13,2,,2,,1,2,2,2,4,,2,,1,0,3
3,2,5,37,19,1,9,1,2,1,2,2,2,,,,,,0,2
3,2,4,29,18,1,10,2,2,1,2,2,2,,,,,,0,1
3,2,4,41,18,1,7,2,2,1,2,2,2,2,,2,,1,0,3
3,2,4,36,18,1,3,2,2,1,2,2,2,,,,,,0,3
3,2,3,40,18,1,2,2,2,1,2,2,2,,,,,,0,2
3,2,3,19,18,1,9,2,2,2,2,2,2,2,1,,,2,0,0
3,2,4,30,18,1,9,2,2,1,2,2,2,,,,,,0,2
3,2,3,44,15,1,9,2,2,1,2,2,2,,,2,,2,1,2
3,2,4,38,12,1,5,2,2,1,2,2,2,,,,,,1,3
3,2,4,43,15,1,3,2,2,1,2,2,2,,,,,,0,5
3,2,4,41,13,2,,2,,1,2,2,2,4,,,,,0,1
3,2,4,26,18,1,12,2,1,1,2,2,2,,,,,,0,1
3,2,4,43,14,2,,2,,1,2,2,2,,,,,,0,3
3,2,3,28,18,1,9,2,2,1,2,2,2,4,,2,,1,0,2
3,2,5,38,24,1,12,2,1,1,2,2,2,4,,2,,2,0,2
3,2,5,36,22,1,14,2,1,1,2,2,2,,,,,,0,1
3,2,5,,,,,,,,,,,,,,,,0,
3,2,5,40,18,1,12,2,1,1,2,2,2,,,,,,0,2
3,2,5,20,18,1,10,2,2,1,2,2,2,,,,,,0,0
3,2,5,26,19,1,12,2,1,1,2,2,2,4,,1,,1,0,2
3,2,5,23,17,1,12,2,1,1,2,2,2,,,,,,0,1
3,2,5,36,20,1,10,2,1,1,2,2,2,,,,,,0,1
3,2,5,41,15,1,10,2,1,1,2,2,2,4,,2,,2,0,2
3,2,5,28,27,1,10,2,2,1,2,2,2,,,,,,0,0
3,2,5,27,26,1,16,2,2,1,2,2,2,,,,,,0,1
3,2,5,43,20,1,14,2,1,1,2,2,2,4,,2,,2,0,1
3,2,5,25,25,1,9,2,1,1,2,2,2,,,,,,0,0
3,2,5,30,27,1,16,2,1,1,2,2,2,,,,,,0,0
3,2,5,47,22,1,12,2,1,1,2,2,2,4,,2,,2,0,2
3,2,5,38,22,1,16,2,1,1,2,2,2,,,,,,0,2
3,2,5,42,14,1,10,2,2,1,2,2,2,,,,,,0,4
3,2,5,29,21,1,14,2,1,1,2,2,2,3,,2,,1,0,2
3,2,5,39,24,1,16,2,1,1,2,2,2,,,,,,0,2
3,2,5,39,18,1,10,2,1,1,2,2,2,4,,2,,1,0,3
3,2,5,31,27,1,16,1,1,1,2,2,2,,,,,,0,0
3,2,5,44,20,1,16,2,1,1,2,2,2,,,,,,0,2
3,2,5,21,18,1,10,2,1,1,2,2,2,,,,,,0,1
3,2,5,32,20,1,10,2,2,1,2,2,2,2,,2,,1,0,2
3,2,5,46,18,1,16,1,1,1,2,2,2,,,,,,0,5
3,2,5,49,16,1,10,2,1,1,2,2,2,,,,,,0,2
3,2,5,46,14,1,10,2,1,1,2,2,2,4,,2,,2,0,4
3,2,5,45,16,1,12,2,1,1,2,2,2,,,,,,0,3
3,2,5,,,,,,,,,,,,,,,,0,
3,2,5,30,22,1,16,1,1,1,2,2,2,,,1,,1,0,1
3,2,5,28,25,1,12,1,1,1,2,2,2,,1,,,2,0,0
3,2,5,23,21,1,9,2,1,1,2,2,2,,,,,,0,0
3,2,5,31,17,1,3,1,2,1,2,2,2,,,,,,0,2
3,2,5,49,23,1,12,2,1,1,2,2,2,2,,2,,2,0,1
3,2,5,24,21,1,12,2,1,1,2,2,2,,,1,,1,0,1
3,2,5,41,15,2,,2,,1,2,2,2,,,,,,1,4
3,2,5,34,22,1,10,2,1,1,2,2,2,,,,,,0,2
3,2,5,49,16,1,9,2,1,1,2,2,2,,,2,,2,0,3
3,2,5,22,20,1,12,2,1,1,2,2,2,,1,,,2,0,0
3,2,5,29,17,1,16,2,1,1,2,2,2,,,,,,0,1
3,2,5,46,25,1,3,2,2,2,2,2,2,,,,,,0,3
3,2,5,34,19,1,14,2,1,1,2,2,2,4,,2,,1,0,2
3,2,5,41,21,1,10,1,2,1,2,2,2,,,,,,0,2
3,2,5,40,21,1,12,1,1,1,2,2,2,,,,,,0,2
3,2,5,44,27,1,14,2,1,1,2,2,2,4,,,,,0,2
3,2,5,29,20,1,16,2,1,1,2,2,2,4,,2,,1,0,2
3,2,5,26,23,1,16,2,1,1,2,2,2,4,,1,,1,0,1
3,2,5,43,30,1,14,1,2,1,2,2,2,,,,,,0,3
3,2,5,25,16,1,14,2,2,1,2,2,2,,,,,,0,2
3,2,5,39,25,1,16,1,1,1,2,2,2,,,2,,1,0,2
3,2,5,36,16,1,10,2,1,1,2,2,2,,,,,,0,2
3,2,5,41,15,1,16,1,2,1,2,2,2,,,,,,0,3
3,2,5,36,20,1,14,2,1,1,2,2,2,4,,2,,1,0,2
3,2,5,49,20,1,12,2,1,1,2,2,2,,,,,,0,2
3,2,5,48,15,1,12,2,2,1,2,2,2,,,,,,0,2
3,2,5,29,28,1,17,1,1,1,2,2,2,,,,,,0,0
3,2,5,22,18,1,10,2,2,1,2,2,2,,,,,,0,2
3,2,5,28,17,1,10,2,1,1,2,2,2,4,,2,,1,0,3
3,2,4,36,17,1,5,2,2,1,1,2,2,,,,,,0,2
3,2,5,40,24,1,16,2,2,1,2,2,2,4,,2,,1,0,2
3,2,5,26,17,1,11,2,1,1,2,2,2,,,,,,0,2
3,2,4,38,20,1,14,2,1,1,2,2,2,,,,,,0,1
3,2,5,27,27,1,16,2,1,1,2,2,2,,1,,,1,0,0
3,2,4,37,18,1,12,2,1,1,2,2,2,,,,,,0,3
3,2,5,26,17,1,9,2,2,1,2,2,2,,,,,,0,3
3,2,4,47,14,1,9,2,1,1,2,2,2,4,,2,,2,1,3
3,2,4,,,,,,,,,,,,,,,,0,
3,2,5,27,27,1,16,2,1,1,2,2,2,,,,,,0,1
3,2,5,30,26,1,15,1,1,1,2,2,2,,1,,,1,0,0
3,2,5,28,14,1,8,2,2,1,2,2,2,,,,,,0,2
3,2,5,37,29,1,14,2,1,1,2,2,2,,,,,,0,2
3,2,5,30,15,1,14,2,1,1,2,2,2,,,,,,0,0
3,2,5,19,17,1,12,2,2,1,2,2,2,,,,,,0,1
3,2,5,48,16,1,10,2,2,1,2,2,2,,,,,,0,1
3,2,5,26,23,1,14,2,1,1,2,2,2,,,,,,0,0
3,2,5,48,17,1,10,2,1,1,2,2,2,1,,,,,0,1
3,2,5,25,22,1,15,2,2,2,2,2,2,,1,,,1,0,0
3,2,5,40,19,1,12,2,1,1,2,2,2,1,,,,,0,1
3,2,5,39,17,1,10,2,1,1,2,2,2,4,,2,,2,0,3
3,2,5,45,12,1,5,2,1,1,2,2,2,,,,,,0,3
3,2,5,31,25,1,15,1,1,1,2,2,2,,,,,,0,1
3,2,5,20,18,1,14,2,1,1,2,2,2,,,,,,0,1
3,2,5,40,22,1,16,2,1,1,2,2,2,2,,1,,1,0,1
3,2,5,38,17,1,16,2,1,1,2,2,2,,,,,,0,2
3,2,5,27,16,1,10,2,1,1,2,2,2,,,,,,0,2
3,2,5,22,18,1,14,2,1,1,2,2,2,2,1,,,1,0,0
3,2,2,26,18,1,5,2,2,1,2,2,2,,,2,,1,0,2
3,2,3,29,16,1,9,2,2,1,2,2,2,,,,,,0,2
3,2,2,29,16,2,,2,,1,2,2,2,,,,,,0,2
3,2,2,18,17,1,7,2,2,1,2,2,2,,1,,,1,0,0
3,2,3,36,20,1,4,1,2,1,2,2,2,,,,,,0,2
3,2,1,42,12,2,,2,,1,2,2,2,,,,,,0,2
3,2,3,48,17,1,2,2,2,1,2,2,2,4,,2,,1,0,6
3,2,3,35,22,1,4,2,2,1,2,2,2,,,,,,0,2
3,2,2,27,20,1,7,2,2,1,2,2,2,,,,,,0,1
3,2,3,18,17,1,7,2,2,1,2,2,2,,1,,,1,0,0
3,2,1,31,16,1,5,1,2,1,2,2,2,,,,,,0,3
3,2,2,41,20,2,,1,,1,2,2,2,,,,,,0,3
3,2,3,37,15,2,,2,,1,2,2,2,4,,2,,1,0,3
3,2,2,17,13,1,5,2,2,1,2,2,2,,,,,,0,2
3,2,3,37,10,2,,2,,1,2,2,2,,,,,,0,4
3,2,3,21,16,2,,2,,1,2,2,2,4,,1,,1,0,1
3,2,3,20,18,1,10,2,2,1,2,2,2,,,,,,0,0
3,2,3,46,18,1,3,1,2,1,2,2,2,,,,,,0,3
3,2,3,40,14,1,2,1,2,1,2,2,2,,,2,,1,0,5
3,2,3,28,18,1,8,1,2,1,2,2,2,,,,,,0,1
3,2,2,26,14,1,2,1,2,1,2,2,2,,,,,,0,1
3,2,3,27,16,1,5,2,2,1,2,2,2,,,2,,1,0,2
3,2,3,36,16,1,5,1,2,1,2,2,2,,,,,,0,3
3,2,3,37,19,1,4,2,2,1,2,2,2,,,,,,0,2
3,2,3,,,,,,,,,,,,,,,,0,
3,2,2,24,15,1,5,1,2,1,2,2,2,,,,,,0,1
3,2,3,18,18,2,,2,,1,2,2,2,,,,,,0,0
3,2,2,19,17,1,5,2,2,1,2,2,2,4,,1,,1,0,1
3,2,3,26,16,1,5,1,2,1,2,2,2,,,,,,0,2
3,2,4,20,18,1,5,2,2,1,2,2,2,,,,,,0,0
3,2,5,45,19,1,12,2,1,1,2,2,2,,,,,,0,3
3,2,5,28,23,1,14,2,1,1,2,2,2,,,,,,0,1
3,2,5,45,18,1,9,2,2,1,2,2,2,2,,2,,1,0,3
3,2,5,35,18,1,12,2,1,1,2,2,2,,,,,,0,2
3,2,5,36,29,1,16,1,1,1,2,2,2,,,,,,0,1
3,2,5,48,23,1,15,2,1,1,2,2,2,2,,2,,1,0,2
3,2,5,37,27,1,16,2,1,1,2,2,2,,,,,,0,2
3,2,5,45,15,1,10,2,2,1,2,2,2,,,,,,0,1
3,2,5,30,18,1,12,2,1,1,2,2,2,,,,,,0,2
3,2,5,49,20,1,12,2,1,1,2,2,2,,,,,,0,2
3,2,5,24,23,1,15,2,1,1,2,2,2,,,,,,0,0
3,2,5,26,24,1,15,1,1,1,2,2,2,4,,,,,0,0
3,2,5,41,15,1,12,2,1,1,2,2,2,,,,,,0,2
3,2,5,33,21,1,14,2,1,1,2,2,2,,,2,,1,0,2
3,2,5,34,21,1,12,2,1,1,2,2,2,,,,,,0,3
3,2,5,38,20,1,15,1,1,1,2,2,2,,,,,,0,2
3,2,5,45,24,1,14,2,1,1,2,2,2,,,2,,2,0,2
3,2,5,49,14,1,10,2,1,1,2,2,2,,,,,,0,3
3,2,1,20,17,1,0,1,2,2,2,2,2,,,,,,0,1
3,2,4,31,20,1,2,2,2,1,2,2,2,,,,,,0,2
3,2,4,31,16,1,5,1,2,1,2,2,2,,,,,,0,3
3,2,5,26,13,1,8,2,1,1,2,2,2,,,,,,0,2
3,2,5,46,16,1,10,2,2,1,2,2,2,3,,2,,2,0,2
3,2,5,45,19,1,5,2,2,1,2,2,2,,,,,,0,4
3,2,5,38,14,1,5,2,2,1,2,2,2,4,,2,,2,1,4
3,2,5,23,16,1,9,2,2,1,2,2,2,,,,,,0,1
3,2,5,45,15,1,10,2,2,1,2,2,2,,,,,,0,4
3,2,5,49,16,1,8,1,2,1,2,2,2,2,,,,,0,3
3,2,5,35,24,1,16,1,1,1,2,2,2,,,,,,0,1
3,2,5,42,27,1,16,2,1,1,2,2,2,,,,,,0,2
3,2,5,47,15,1,7,2,2,1,2,2,2,,,,,,0,2
3,2,5,28,19,1,16,2,1,1,2,2,2,,,,,,0,2
3,2,5,38,23,1,16,2,1,1,2,2,2,,,,,,0,3
3,2,5,35,15,1,10,2,1,1,2,2,2,4,,1,,1,0,1
3,2,5,26,19,1,10,2,1,1,2,2,2,,,,,,0,1
3,2,5,39,14,1,8,2,2,1,2,2,2,,,,,,0,2
3,2,5,23,18,1,12,2,1,1,2,2,2,,,,,,0,2
3,2,5,42,29,1,12,2,1,1,2,2,2,,,,,,0,2
3,2,5,38,27,1,16,1,1,1,2,2,2,4,,1,,2,0,1
3,2,5,42,23,1,14,2,1,1,2,2,2,,,,,,0,2
3,2,5,22,17,1,12,2,1,1,2,2,2,,,,,,0,0
3,2,5,46,16,2,,2,,1,2,2,2,,,,,,0,2
3,2,5,45,12,1,10,2,1,1,2,2,2,,,,,,0,2
3,2,5,40,13,1,14,2,1,1,2,2,2,,,,,,0,2
3,2,5,40,24,1,10,2,1,1,2,2,2,4,,2,,1,0,2
3,2,5,45,16,1,12,2,1,1,2,2,2,,,,,,0,3
3,2,5,42,19,1,14,2,1,1,2,2,2,,,2,,1,0,2
3,2,5,31,25,1,16,1,1,1,2,2,2,,,,,,0,1
3,2,5,39,18,1,14,2,1,1,2,2,2,,,,,,0,2
3,2,5,30,15,1,12,2,1,1,2,2,2,,,2,,1,0,2
3,2,5,28,14,1,12,2,1,1,2,2,2,,,,,,0,3
3,2,5,37,25,1,14,2,2,1,1,2,2,,,,,,0,1
3,2,5,31,23,1,16,2,1,1,2,2,2,4,,1,,1,0,1
3,2,5,,,,,,,,,,,,,,,,0,
3,2,3,27,13,1,5,2,2,1,2,2,2,,,,,,0,3
3,2,5,35,11,1,3,2,2,1,2,2,2,4,,2,,1,1,4
3,2,5,35,15,1,10,2,2,1,2,2,2,,,,,,0,2
3,2,5,44,20,1,12,2,1,1,2,2,2,,,,,,0,1
3,2,5,23,20,1,14,2,1,1,2,2,2,2,1,,,1,0,0
3,2,5,31,18,1,8,2,2,1,2,2,2,,,,,,0,3
3,2,5,36,16,1,9,1,1,1,2,2,2,,,,,,0,3
3,2,4,31,22,1,12,2,1,1,2,2,2,2,,1,,2,0,1
3,2,5,34,15,1,5,2,2,1,2,2,2,,,,,,0,3
3,2,4,17,15,1,9,2,2,1,2,2,2,,,,,,0,1
3,2,5,34,25,1,14,1,1,1,2,2,2,,,2,,1,0,2
3,2,4,28,18,1,7,2,2,1,2,2,2,,,,,,0,2
3,2,4,24,16,1,6,2,2,1,2,2,2,,,,,,0,2
3,2,5,45,19,1,12,2,1,1,2,2,2,4,,2,,2,1,3
3,2,5,,,,,,,,,,,,,,,,0,
3,2,5,38,19,1,5,2,2,1,2,2,2,,,,,,0,3
3,2,5,37,18,1,12,2,1,1,2,2,2,,,,,,0,2
3,2,5,18,15,1,9,2,2,1,2,2,2,2,1,,,2,0,0
3,2,5,33,18,1,10,2,1,1,2,2,2,,,,,,0,2
3,2,1,18,18,1,5,1,2,1,2,2,2,,,,,,0,0
3,2,1,30,18,1,5,1,2,1,2,2,2,,,,,,1,3
3,2,5,20,19,1,12,2,1,1,2,2,2,4,1,,,1,0,0
3,2,2,18,14,1,7,1,2,1,2,2,2,,,,,,0,0
3,2,5,22,14,1,8,2,2,1,2,2,2,,,,,,0,1
3,2,5,,,,,,,,,,,,,,,,0,
3,2,5,35,27,1,16,1,1,1,2,2,2,2,,1,,2,0,1
3,2,2,25,20,1,3,1,2,1,2,2,2,,,,,,0,1
3,2,2,40,14,1,9,2,2,1,2,2,2,,,,,,0,2
3,2,5,24,24,1,16,2,1,2,2,2,2,,,,,,0,0
3,2,4,27,20,1,14,2,1,1,2,2,2,,,2,,2,0,2
3,2,2,21,17,1,5,1,2,1,2,2,2,,,,,,0,1
3,2,4,30,20,1,12,2,1,1,2,2,2,,,,,,0,2
3,2,4,37,15,1,10,2,2,1,2,2,2,4,,2,,1,0,2
3,2,5,24,21,1,14,1,1,1,2,2,2,,,,,,0,0
3,2,5,25,25,1,12,2,1,1,2,2,2,,,,,,0,0
3,2,5,29,14,1,10,2,2,1,2,2,2,4,,2,,1,0,2
3,2,4,25,20,1,9,2,2,1,2,2,2,,,,,,0,1
3,2,5,37,18,1,12,2,1,1,2,2,2,,,,,,0,3
3,2,3,48,24,1,5,1,2,1,2,2,2,,,2,,1,0,3
3,2,5,33,18,1,16,2,1,1,2,2,2,,,,,,0,2
3,2,3,39,13,1,5,2,2,1,2,2,2,4,,2,,1,0,3
3,2,5,49,28,1,16,1,1,1,2,2,2,,,,,,0,1
3,2,2,25,18,1,9,2,2,1,2,2,2,,,,,,0,1
3,2,5,48,19,1,14,2,1,1,2,2,2,,,2,,1,0,2
3,2,5,35,22,1,16,2,1,1,2,2,2,,,,,,0,1
3,2,5,21,16,1,9,2,2,1,2,2,2,4,,1,,1,0,1
3,2,5,36,25,1,16,2,1,1,2,2,2,,,,,,0,2
3,2,2,28,14,1,2,2,2,1,2,2,2,4,,2,,1,0,2
3,2,5,45,19,1,8,2,2,1,2,2,2,,,,,,0,1
3,2,3,26,17,1,10,2,2,1,2,2,2,,,,,,0,2
3,2,4,42,20,1,5,2,2,1,2,2,2,,,,,,0,4
3,2,4,20,20,2,,2,,1,2,2,2,,,,,,0,0
3,2,1,30,17,1,8,2,2,1,2,2,2,,,,,,0,2
3,2,1,20,19,1,4,1,2,1,2,2,2,4,1,,,2,0,0
3,2,3,15,13,1,8,2,2,1,2,2,2,,,,,,0,1
3,2,5,30,28,1,10,2,2,1,2,2,2,,,,,,0,0
3,2,4,28,16,1,6,2,2,1,2,2,2,4,,2,,1,0,2
3,2,3,21,17,1,6,2,2,1,2,2,2,,,,,,0,1
3,2,2,20,19,1,5,2,2,1,2,2,2,,,,,,0,0
3,2,5,28,15,1,9,2,2,1,2,2,2,,,2,,1,0,3
3,2,3,41,18,1,5,2,2,1,2,2,2,,,,,,0,3
3,2,3,19,17,1,7,1,2,1,2,2,2,,,,,,0,0
3,2,3,39,15,2,,1,,2,2,2,2,4,,2,,1,0,2
3,2,4,33,16,1,4,2,2,1,2,2,2,,,,,,1,3
3,2,2,17,17,1,6,2,2,1,2,2,2,,,,,,0,0
3,2,4,41,16,1,6,2,2,1,1,2,2,,,,,,0,2
3,2,4,22,18,1,7,1,2,1,1,2,2,,,,,,0,1
3,2,4,30,20,1,10,2,1,1,2,2,2,,,,,,0,1
3,2,4,37,18,1,8,2,2,1,2,2,2,2,,2,,1,0,2
3,2,2,20,17,1,2,2,2,1,2,2,2,4,1,,,2,0,0
3,2,4,39,16,1,5,1,2,1,2,2,2,,,,,,0,3
3,2,2,45,13,2,,1,,1,2,2,2,,,,,,1,5
3,2,2,30,16,1,6,1,2,1,2,2,2,4,,2,,1,0,3
3,2,2,32,18,2,,2,,1,2,2,2,,,,,,0,1
3,2,3,35,13,1,5,2,2,1,2,2,2,,,,,,1,6
3,2,3,31,14,1,5,2,2,1,2,2,2,4,,2,,1,0,3
3,2,4,30,18,1,9,2,2,1,2,2,2,,,,,,0,3
3,2,3,28,18,1,5,1,2,1,2,2,2,,,2,,1,0,2
3,2,4,43,14,1,4,2,2,1,2,2,2,,,,,,0,3
3,2,5,45,14,1,5,2,2,1,2,2,2,,,,,,0,2
3,2,5,34,18,1,16,2,1,1,2,2,2,,,,,,0,1
3,2,3,22,20,1,7,1,2,1,2,2,2,4,1,,,2,0,0
3,2,5,27,26,1,10,2,1,1,2,2,2,,,,,,0,0
3,2,5,,,,,,,,,,,,,,,,0,
3,2,4,30,20,1,12,2,1,1,2,2,2,4,,2,,1,0,1
3,2,2,30,19,1,5,1,2,1,2,2,2,,,,,,0,1
3,2,2,45,23,1,16,1,1,1,2,2,2,,,,,,0,0
3,2,4,28,23,1,12,1,2,1,2,2,2,,,,,,0,1
3,2,5,22,18,1,8,2,2,1,2,2,2,,,,,,0,1
3,2,3,29,19,1,12,2,1,1,2,2,2,4,,2,,1,0,2
3,2,2,27,20,1,9,2,2,1,2,2,2,,,,,,0,1
3,2,5,47,20,1,16,2,1,1,2,2,2,,,,,,0,4
3,2,2,36,13,1,6,2,2,1,2,2,2,,,,,,0,2
3,2,2,27,20,1,9,2,2,2,2,2,2,,,,,,0,1
3,2,4,49,15,1,9,2,2,1,2,1,2,4,,2,,1,1,4
3,2,4,26,13,1,8,2,2,1,2,2,2,,,,,,0,3
3,2,4,37,22,1,14,1,1,1,2,2,2,,,,,,0,2
3,2,5,26,19,1,16,2,2,1,2,2,2,1,,1,,1,0,2
3,2,5,24,20,1,12,2,1,1,2,2,2,,,,,,0,1
3,2,5,22,20,1,12,2,1,1,2,2,2,,,,,,0,0
3,2,5,,,,,,,,,,,,,,,,0,
3,2,4,22,20,1,12,2,2,1,2,2,2,,,,,,0,0
3,2,2,23,18,2,,2,,2,2,2,2,2,,2,,2,0,2
3,2,2,17,16,1,5,2,2,1,2,2,2,4,,1,,2,0,1
3,2,2,42,17,1,10,2,2,1,2,2,2,4,,2,,1,0,2
3,2,2,35,17,1,6,1,2,1,2,2,2,,,,,,0,4
3,2,5,34,25,1,16,1,1,1,2,2,2,,,2,,1,0,2
3,2,4,25,17,1,5,2,2,1,2,2,2,,,,,,0,1
3,2,4,42,15,1,2,2,2,1,2,2,2,,,,,,0,5
3,2,4,20,14,1,6,2,2,1,2,2,2,,,,,,0,1
3,2,5,43,15,1,12,2,1,1,1,2,2,2,,2,,1,0,4
3,2,4,21,17,1,12,2,2,1,2,2,2,,,,,,0,1
3,2,4,29,17,1,10,2,2,1,2,2,2,,,,,,0,3
3,2,3,42,13,1,6,2,2,1,2,2,2,,,,,,0,2
3,2,5,22,18,1,12,2,1,1,2,2,2,,,,,,0,1
3,2,5,22,14,1,8,2,2,1,2,2,2,,,2,,1,0,2
3,2,5,25,18,1,12,2,2,1,2,2,2,,,,,,0,1
3,2,2,46,21,1,3,2,2,1,2,2,2,,,,,,0,2
3,2,3,29,13,1,6,1,2,1,2,2,2,4,,2,,1,1,4
3,2,3,47,13,2,,1,,1,2,2,2,,,,,,0,4
3,2,4,26,14,1,5,2,2,1,2,2,2,2,,2,,1,0,2
3,2,3,34,28,1,3,2,2,1,2,2,2,,,,,,0,1
3,2,3,33,19,1,7,2,2,1,2,2,2,,,2,,1,0,2
3,2,4,38,18,1,9,2,2,1,2,2,2,,,,,,0,2
3,2,4,29,22,1,9,2,2,1,2,2,2,,,,,,0,2
3,2,3,30,20,1,10,2,2,1,2,2,2,4,,2,,1,0,2
3,2,4,25,17,1,12,2,2,1,2,2,2,,,,,,0,1
3,2,5,28,27,1,12,2,1,1,2,2,2,,,,,,0,0
3,2,3,29,18,1,10,2,2,1,2,2,2,4,,2,,1,0,1
3,2,5,44,13,1,3,2,2,1,2,2,2,,,,,,1,5
3,2,5,23,23,1,10,2,2,1,2,2,2,,,,,,0,0
3,2,5,47,23,1,14,2,1,1,2,2,2,4,,2,,2,0,2
3,2,5,24,15,1,10,2,2,1,2,2,2,,,,,,0,1
3,2,3,29,20,1,6,1,2,1,2,2,2,,,,,,0,0
3,2,3,34,17,1,6,2,2,1,2,2,2,,,,,,0,3
3,2,5,24,19,1,12,2,1,1,2,2,2,4,,2,,1,0,2
3,2,3,27,18,1,5,2,2,1,1,2,2,,,,,,0,2
3,2,2,26,18,1,10,2,2,1,2,2,2,,,,,,0,1
3,2,3,41,13,1,6,2,2,1,2,2,2,4,,2,,1,0,2
3,2,3,25,20,1,12,2,2,1,2,2,2,,,,,,0,1
3,2,4,48,18,1,8,2,2,1,2,2,2,4,,2,,1,0,2
3,2,3,33,18,1,9,2,2,1,2,2,2,,,,,,0,2
3,2,3,31,17,1,9,2,2,1,2,2,2,,,,,,0,1
3,2,4,32,13,1,9,2,1,1,2,2,2,,,2,,1,0,3
3,2,4,40,18,1,5,2,2,1,2,2,2,,,,,,0,2
3,2,3,39,13,1,5,2,2,1,2,2,2,,,,,,0,1
3,2,3,22,19,1,5,2,2,1,2,2,2,,,,,,0,0
3,2,3,40,18,1,2,2,2,1,2,2,2,,,,,,0,1
3,2,4,35,19,1,14,2,1,1,2,2,2,,,2,,1,0,2
3,2,3,24,22,1,10,2,2,1,1,2,2,,,,,,0,1
3,2,3,25,23,1,10,2,2,1,2,2,2,,,,,,0,1
3,2,3,45,18,1,8,2,2,1,2,2,2,,,2,,2,0,4
3,2,5,17,15,1,8,2,2,1,2,2,2,,,,,,0,1
3,2,3,23,19,1,12,2,2,1,2,2,2,,,,,,0,0
3,2,4,44,16,1,7,1,2,1,1,2,2,,,2,,1,0,3
3,2,4,25,24,1,10,2,2,1,2,2,2,,,,,,0,0
3,2,3,28,18,2,,1,,1,1,2,2,,,,,,0,4
3,2,3,29,15,1,7,2,2,1,2,2,2,,,,,,0,1
3,2,3,33,12,1,5,2,2,1,2,2,2,4,,2,,1,0,2
3,2,2,25,13,2,,1,,2,2,2,2,,,,,,0,1
3,2,2,41,20,1,2,1,2,1,2,2,2,,,,,,0,3
3,2,2,19,19,1,10,1,2,2,2,2,2,4,1,,,1,0,0
3,2,2,45,16,1,4,1,2,2,2,2,2,,,,,,0,5
3,2,5,44,34,1,16,2,1,1,2,2,2,,,,,,0,1
3,2,5,20,20,1,12,2,1,1,2,2,2,,,,,,0,0
3,2,5,44,19,1,10,2,1,1,2,2,2,,,,,,0,1
3,2,5,37,15,1,16,2,1,1,2,2,2,4,,2,,1,1,3
3,2,5,37,26,1,16,2,1,1,2,2,2,,,,,,0,2
3,2,5,28,20,1,12,2,1,1,2,2,2,2,,2,,1,0,1
3,2,5,31,14,1,10,2,2,1,2,2,2,,,,,,0,1
3,2,5,37,18,1,12,2,1,1,2,2,2,,,2,,1,0,3
3,2,5,42,18,1,14,2,1,1,2,2,2,,,2,,1,0,2
