wealth,age,age_when_married,school,upto_class,working,tv,asha,want_child,method,died,birth,first_child_gender,children_away,boys_died,girls_died,domain_1,domain_2,domain_3,born_place_1.0,born_place_2.0,born_place_3.0,born_place_4.0,born_place_9.0
4,37,18,1,5,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0
4,35,17,1,9,0,1,0,1,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0
4,32,15,1,10,1,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0
1,34,25,1,10,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0
3,35,21,1,8,0,1,1,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0
4,24,21,1,9,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,36,18,1,8,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0
4,48,15,1,8,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0
4,46,16,1,9,0,1,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0
4,26,22,1,14,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4,37,22,1,12,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0
4,45,20,1,10,0,1,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,1,0
5,35,15,1,10,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
1,36,15,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
2,21,18,1,5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,30,17,1,8,0,1,1,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0
5,43,22,1,10,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0
2,25,16,1,5,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3,33,17,1,11,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4,31,15,1,14,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0
1,24,13,1,5,0,1,0,1,1,1,2,1,0,1,0,0,0,1,0,0,0,1,0
4,44,18,1,10,1,1,0,0,0,1,6,0,0,1,0,0,0,1,0,0,1,0,0
3,48,22,1,10,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3,47,23,1,8,0,1,0,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,0
1,27,19,1,5,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
4,43,12,1,5,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0
3,41,14,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0
2,39,18,1,5,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0
4,32,12,1,9,0,1,1,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0
5,39,16,1,12,0,1,0,0,1,3,6,0,0,2,1,0,0,1,1,0,0,0,0
4,31,16,1,10,0,1,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0
4,41,18,1,7,0,1,0,0,1,0,4,1,1,0,0,0,0,1,0,0,0,1,0
2,19,14,1,8,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3,32,20,1,12,0,1,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,1,0
2,28,16,1,8,1,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0
5,31,20,1,14,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
4,31,14,1,8,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0
2,27,16,1,8,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1,23,18,1,6,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0
1,27,15,1,9,0,1,1,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
1,17,15,1,7,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,23,15,1,7,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0
1,31,13,1,2,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0
1,46,12,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0
1,35,14,1,9,0,0,0,0,1,0,6,1,0,0,0,0,0,1,0,0,0,1,0
1,42,16,1,4,0,0,0,0,1,0,3,1,1,0,0,0,0,1,0,0,0,1,0
1,44,16,0,0,0,1,0,0,1,1,5,1,1,1,0,0,0,1,1,0,0,0,0
1,30,18,1,5,1,0,0,1,1,1,3,1,0,1,0,0,0,1,1,0,0,0,0
1,35,15,0,0,0,1,1,0,1,0,3,0,1,0,0,0,0,1,1,0,0,0,0
1,24,16,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0
1,23,15,1,1,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0
1,38,13,0,0,0,0,0,0,1,3,8,1,1,3,0,0,0,1,1,0,0,0,0
1,30,18,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0
1,39,15,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,1,1,0,0,0,0
1,20,17,1,6,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
2,23,20,1,10,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1,42,13,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0
4,43,15,1,8,0,1,0,0,0,1,3,1,0,1,0,0,0,1,0,0,0,1,0
4,25,17,1,9,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0
4,25,18,1,9,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
1,23,14,1,2,0,0,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0
1,25,17,1,8,1,0,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0
1,35,15,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0
1,42,16,1,2,1,0,0,0,1,0,4,1,1,0,0,0,0,1,0,0,0,1,0
1,21,16,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,1,0,0,0,1,0
1,18,16,1,6,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
4,49,13,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4,23,19,1,10,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
3,46,18,1,10,0,1,0,0,0,0,3,1,1,0,0,0,0,1,0,1,0,0,0
1,26,18,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0
1,34,15,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0
1,44,18,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,1,1,0,0,0,0
2,42,13,0,0,0,1,0,0,1,2,4,1,1,1,1,0,0,1,1,0,0,0,0
1,32,14,1,6,0,1,1,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0
1,27,14,1,5,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0
1,43,16,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,1,0,0,0,1,0
1,33,12,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,1,0,0,0,0
1,33,18,1,9,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0
1,24,13,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0
1,35,17,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,1,0
1,35,13,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,1,1,0,0,0,0
2,28,13,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0
1,20,16,1,7,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0
1,49,16,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,1,0,0,0,0
1,20,15,1,8,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,24,20,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1,19,16,1,4,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,32,13,1,9,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0
4,24,20,1,12,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4,49,15,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0
4,40,18,1,10,0,1,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
5,46,15,1,12,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0
4,45,14,1,6,0,1,0,0,1,0,2,1,1,0,0,0,0,1,1,0,0,0,0
4,30,22,1,8,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5,28,25,1,15,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3,48,18,1,5,0,1,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0
1,26,15,1,7,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
2,33,24,0,0,1,1,0,0,1,0,4,1,0,0,0,0,0,1,0,0,1,0,0
1,35,17,0,0,1,1,0,0,0,2,9,1,1,1,1,0,0,1,1,0,0,0,0
1,33,15,0,0,1,1,0,0,1,2,3,1,0,2,0,0,0,1,1,0,0,0,0
5,46,23,1,15,0,1,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0
4,44,23,1,12,0,1,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0
4,48,16,1,9,0,1,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0
4,43,18,1,10,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
3,32,15,1,9,0,1,0,0,1,1,2,1,0,1,0,0,0,1,1,0,0,0,0
4,40,14,1,10,0,1,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0
5,42,20,1,10,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0
4,42,15,1,9,0,1,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0
5,46,15,1,5,0,1,0,0,1,1,4,0,1,1,0,0,0,1,0,0,0,1,0
1,38,17,0,0,0,1,1,0,1,1,4,1,0,0,1,0,0,1,1,0,0,0,0
1,24,15,1,9,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4,37,22,1,8,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4,36,25,1,16,1,1,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
5,40,14,1,16,0,1,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0
4,43,22,1,12,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0
5,28,24,1,16,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4,42,18,1,12,0,1,0,0,1,0,3,1,1,0,0,0,0,1,1,0,0,0,0
3,22,18,1,10,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0
2,16,13,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4,26,18,1,12,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4,45,18,1,10,0,1,0,0,0,1,5,0,1,0,1,0,0,1,1,0,0,0,0
4,36,14,1,8,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0
4,44,15,1,10,0,1,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0
5,39,18,1,10,0,1,0,0,1,0,4,1,1,0,0,0,0,1,1,0,0,0,0
4,20,18,1,12,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,42,13,1,4,0,1,1,0,1,0,4,1,1,0,0,0,0,1,1,0,0,0,0
2,21,16,1,9,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4,23,18,1,12,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
4,42,17,1,3,0,1,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0
4,29,22,1,10,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4,20,17,1,8,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
2,36,15,0,0,0,1,0,0,1,0,4,0,1,0,0,0,0,1,1,0,0,0,0
2,45,18,1,8,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
4,40,15,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,1,1,0,0,0,0
3,33,17,1,5,0,1,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
3,35,15,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,1,1,0,0,0,0
3,24,18,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
4,38,15,0,0,1,1,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0
4,36,23,1,12,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0
3,34,15,1,10,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0
4,40,16,1,8,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0
4,41,16,1,8,0,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0
4,42,13,1,7,0,1,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0
2,25,18,1,10,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4,44,17,1,10,0,1,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0
4,45,18,1,5,0,1,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0
2,22,16,1,3,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4,49,17,1,8,1,1,0,0,1,0,5,0,1,0,0,0,0,1,0,0,0,1,0
5,43,22,1,10,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0
3,40,17,1,3,1,1,0,0,1,0,2,1,1,0,0,0,0,1,1,0,0,0,0
4,35,22,1,15,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0
3,34,20,1,5,0,1,0,0,1,0,4,1,0,0,0,0,0,1,1,0,0,0,0
3,22,20,1,5,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1,30,16,1,6,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0
3,45,11,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
3,36,13,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,1,0,0,0,0
1,46,14,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,1,1,0,0,0,0
2,29,20,1,9,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
4,21,18,1,10,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4,22,15,1,7,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0
3,35,14,1,8,0,1,0,0,1,0,4,0,1,0,0,0,0,1,1,0,0,0,0
4,34,22,1,8,0,1,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,1,0
3,31,16,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
3,25,15,1,5,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
1,34,14,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0
2,30,23,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
3,35,16,1,4,0,1,0,0,1,0,3,1,0,0,0,0,0,1,1,0,0,0,0
4,44,13,1,3,1,1,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0
1,39,22,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0
4,42,13,1,2,0,1,0,0,1,0,4,1,0,0,0,0,0,1,1,0,0,0,0
3,34,20,1,8,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
4,23,16,1,10,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4,36,20,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0
2,31,13,0,0,0,1,0,0,0,1,5,1,0,1,0,0,0,1,1,0,0,0,0
4,44,17,1,9,0,1,0,0,0,1,4,1,1,1,0,0,0,1,0,0,0,1,0
1,35,15,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0
1,34,20,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0
2,26,21,1,8,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4,26,16,1,3,1,1,0,1,0,1,3,0,0,1,0,0,0,1,1,0,0,0,0
4,33,16,1,8,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
3,34,17,1,3,0,0,0,0,1,0,3,1,0,0,0,0,0,1,1,0,0,0,0
2,40,18,0,0,0,0,0,0,1,2,5,1,1,1,1,0,0,1,1,0,0,0,0
3,37,20,1,10,0,1,0,0,1,0,4,1,0,0,0,0,0,1,1,0,0,0,0
2,30,16,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0
4,47,18,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0
3,25,17,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3,27,16,1,8,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
1,30,18,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0
3,27,18,1,12,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4,36,14,1,7,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0
4,38,26,1,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
5,43,14,1,16,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
2,25,18,1,8,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
4,32,14,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0
3,48,15,1,4,0,1,0,0,0,1,5,1,1,1,0,0,0,1,0,0,0,1,0
3,28,18,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
3,31,15,0,0,0,1,0,0,0,1,4,1,0,1,0,0,0,1,1,0,0,0,0
2,30,13,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0
2,35,15,1,5,0,1,1,0,1,0,4,1,0,0,0,0,0,1,1,0,0,0,0
2,44,26,1,3,0,1,0,0,1,0,3,1,1,0,0,0,0,1,1,0,0,0,0
1,45,16,1,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0
4,23,15,1,8,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
3,40,20,1,3,1,1,1,0,1,0,4,1,0,0,0,0,0,1,1,0,0,0,0
2,40,15,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0
4,48,19,1,6,0,1,0,0,1,0,6,0,0,0,0,0,0,1,1,0,0,0,0
3,26,13,1,7,0,1,0,0,1,0,3,1,0,0,0,0,0,1,1,0,0,0,0
4,30,19,1,14,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4,41,20,1,12,0,1,1,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0
3,48,12,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0
2,46,13,1,8,0,1,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0
4,35,13,1,4,0,1,0,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0
3,30,15,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0
3,40,20,1,10,1,1,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0
4,45,15,1,5,0,1,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,1,0
4,25,20,1,15,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4,44,20,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0
4,22,20,1,10,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4,38,15,0,0,1,1,1,0,0,0,8,1,0,0,0,0,0,1,1,0,0,0,0
4,34,14,1,8,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0
3,39,16,0,0,0,0,1,0,1,0,5,0,1,0,0,0,0,1,0,0,0,0,1
4,35,18,1,4,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0
3,36,14,0,0,0,1,1,0,1,1,6,0,1,1,0,0,0,1,0,0,0,1,0
3,16,13,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2,42,17,0,0,1,1,0,0,1,0,3,1,0,0,0,0,0,1,0,1,0,0,0
2,37,16,1,3,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0
4,40,20,1,10,0,0,0,0,1,0,5,0,0,0,0,0,0,1,1,0,0,0,0
5,49,18,1,7,0,1,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0
4,46,14,1,8,0,1,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0
4,32,18,1,14,0,1,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0
4,35,17,1,9,0,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0
3,20,15,1,10,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0
4,40,18,1,8,0,1,0,0,0,1,4,0,1,0,1,0,0,1,1,0,0,0,0
5,39,16,1,9,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0
4,35,12,1,9,0,1,0,0,1,0,3,1,0,0,0,0,0,1,1,0,0,0,0
5,32,13,1,10,0,1,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,1,0
5,30,19,1,12,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0
2,31,20,1,3,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
5,39,16,1,8,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0
4,23,20,1,14,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
3,18,16,1,12,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
4,27,25,1,6,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4,30,15,1,9,0,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0
5,37,17,1,12,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0
2,35,21,1,9,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0
5,37,21,1,12,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
5,42,14,1,4,0,1,0,0,0,0,4,1,1,0,0,0,0,1,1,0,0,0,0
4,25,17,1,8,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0
2,22,15,1,3,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0
5,34,25,1,8,0,1,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0
5,19,16,1,10,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4,48,17,1,5,0,1,0,0,0,0,7,1,1,0,0,0,0,1,1,0,0,0,0
3,25,19,1,9,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
4,18,14,1,6,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
3,49,18,1,5,0,1,0,0,1,1,4,1,0,1,0,0,0,1,1,0,0,0,0
2,20,16,1,9,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4,20,19,1,8,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4,32,19,1,14,0,1,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0
4,44,15,1,12,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0
5,44,16,1,9,0,1,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0
5,30,20,1,12,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0
4,21,16,1,10,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,21,18,1,5,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2,26,16,1,8,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0
3,23,21,1,9,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2,27,15,1,10,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0
4,37,14,1,5,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0
5,34,16,1,10,0,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0
5,42,17,1,9,0,1,0,0,1,0,3,1,0,0,0,0,0,1,1,0,0,0,0
5,25,17,1,12,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
4,41,16,1,8,0,1,0,0,1,0,6,0,1,0,0,0,0,1,1,0,0,0,0
5,41,16,1,5,0,1,1,0,1,0,4,1,0,0,0,0,0,1,0,0,0,1,0
4,37,17,1,6,0,1,0,0,1,0,3,1,0,0,0,0,0,1,1,0,0,0,0
5,30,16,1,10,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0
2,21,16,1,9,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
2,40,13,0,0,0,0,0,0,0,2,6,1,1,2,0,0,0,1,1,0,0,0,0
4,39,14,0,0,0,1,0,0,0,1,6,0,0,0,1,0,0,1,1,0,0,0,0
2,26,17,1,7,0,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0
3,37,14,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0
4,30,23,1,14,0,1,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
5,42,15,1,10,0,1,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,1
1,29,18,1,12,0,1,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0
2,36,17,1,7,0,1,1,0,1,0,4,1,0,0,0,0,0,1,1,0,0,0,0
1,30,17,1,10,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0
1,39,13,1,5,0,0,0,0,1,2,8,0,1,1,1,0,0,1,1,0,0,0,0
3,20,14,1,5,0,1,0,1,1,1,2,0,0,0,1,0,0,1,1,0,0,0,0
2,49,16,1,6,0,1,0,0,0,1,7,1,1,1,0,0,0,1,1,0,0,0,0
5,22,19,1,12,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1,32,15,1,3,0,0,1,0,1,2,6,1,0,0,2,0,0,1,1,0,0,0,0
3,21,18,1,10,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
